Yeah She'S Smiling But Don'T Let That Fool You. Look Into Her Eyes. Shes Breaking Inside.,sad
"I Was Playing Back A Thousand Memories Baby, Thinking About Everything We'Ve Been Through.",sad
"Words But Deeper Than Knives. A Knife Can Be Pulled Out, Words Are Embedded Into Out Soul.",sad
Yeah. She'S Smiling But Don'T Let That Fool You. Look Into Her Eyes. She'S Breaking Inside.,sad
It Doesn'T Matter Who Hurt You Or Broke You Down. What Matters Is Who Made You Smile Again.,sad
I Don'T Know Why They Call It Heartbreak. It Feels Like Every Part Of My Body Is Broken Too.,sad
People Change For Two Reason : They Have Learned A Lot Or They Have Been Hurt Too Many Times.,sad
Sometimes The Girl Who'S Always Been There For Everyone Else. Need Someone To Be There For Her.,sad
"Everyone Want Happiness, No One Wants Pain, But You Can'T Make A Rainbow Without A Little Rain.",sad
There Are So Many Things That Make You Happy. Don'T Focus Too Much On Things That Make You Sad.,sad
"Heavy Hearts, Like Heavy Clouds In The Sky, Are Best Relieved By The Letting Of A Little Water.",sad
"Never Expect Things To Be Happen, Because It Better To Feel Surprised Than To Feel Disappointed.",sad
Pain Is The Only Thing That Makes Me Feel Alive.I Will Never Be Good Enough For You. I Got That. ,sad
It Hurts The Most When The Person Who Made You Feel So Special Makes You Feel So Unwanted Today.,sad
"Letting Go Doesn'T Mean You'Ve Stopped Caring, It Means You Stopped Trying To Force Someone Too.",sad
"I Think I'M Afraid To Be Happy Because Whenever I Do Get Too Happy, Something Bad Always Happens.",sad
The Worst Person To Be Around Is Someone Who Complains About Everything And Appreciates Nothing.,sad
The Saddest People I'Ve Ever Met In Life Are The Ones Who Don'T Care Deeply About Anything At All.,sad
Smile. It'S Easier Than Explaining Why You Re Sad.I Don'T Think You Know What You Are Doing To Me.,sad
I Hate The Fact That You Ignore Me For So Long Then You Start Talking To Me Like Nothing Happened.,sad
"I Think I'M Afraid To Be Happy Because Whenever I Do Get Too Happy, Something Bad Always Happens.",sad
Sometimes You Got To Accept The Fact That Certain Things Will Never Go Back To How They Used To Be.,sad
The Moment When You Burst Out Crying In You Room & You Realize That No One Know How Unhappy You Are.,sad
The People Experiencing The Most Pain Tend To Be The Ones Who Are Always Trying To Make Others Smile.,sad
"I Will Always Care For You, Even If We'Re Not Together & Even If We'Re Far, Far Away From Each Other.",sad
"Waiting Is Painful, Forgetting Is Painful. But Not Knowing Which To Do Is The Worse Kind Of Suffering.",sad
Crying Is The Only Way Your Eyes Speak When Your Mouth Can'T Explain How Things Made Your Heart Break.,sad
"Eight Letters, Three Words, One Regret, I Miss You.I Stay Home Alone, Listen To Music & Think Too Much.",sad
"I Will Always Care For You, Even If We'Re Not Together And Even If We'Re Far, Far Away From Each Other.",sad
"Sometimes, Crying Is The Only Way Your Eyes Speak When You Mouth Can'T Explain How Broken Your Heart Is.",sad
"I Didn'T Lose You, You Lost Me. You'Ll Search For Me Inside Of Everyone You'Re With And I Won'T Be Found.",sad
A Breakup Is Like A Broken Mirror. Its Better To Leave It Than Hurt Yourself Trying To Pick Up The Pieces.,sad
So I Guess It Ends Here. We Will Go Out Separate Ways & Hope That We'Ll See Each Other Somewhere In Future.,sad
"If You Can Learn From The Worst Times Of Your Life, You'Ll Be Ready To Go Into The Best Times Of Your Life.",sad
"Cry As Much As You Want To, But Just Make Sure When You'Re Finished, You Never Cry For The Same Reason Again.",sad
I'M Sorry. I Tried Being Prefect. But Its Just Not Me.I Have Been Sad For Years. Don'T Tell Me It Gets Better.,sad
"I Have A Habit Of Falling Too Hard And Falling Too Fast, And Getting My Hopes Up For Something I Know Won'T Last.",sad
"Sometimes When I Say ” I Am Okay ” I Want Someone Too Look Me In The Eyes, Hug Me Tight & Say ” I Know You'Re Not “.",sad
"You Treat Me Like Shit For No Reason, Yet I M Still In Love With You. Stop Breaking My Heart. I Just Want To Love You.",sad
Sometimes I Don'T Tell People What'S Wrong Because Most Of The Time They'Re Just Being Curious. Not Because They Care.,sad
I Am Fighting Alone & Being Depressed Is An Everyday Fight. I Am Tired Of Being Sad Now. Trust….Nothing Feels Right.,sad
"One Get Used To Being Alone, But It'S Enough To Break It For A Day & You Have To Get Used To It Again From The Beginning.",sad
"You Can'T Control Everything That Happens To You, But You Can Control How You React To The Things That Are Out Of Your Control.",sad
"The Loneliest Moment In Someone'S Life Is When They Are Watching Their Whole World Fall Apart, And All They Do Is Stare Blankly.",sad
Apologizing Doesn'T Always Mean You'Re Wrong & The Other Person Is Right. It Means You Value Your Relationship More Than You Ego.,sad
The Pain Is Not On The Day Of Missing Our Dear Ones. The Pain Is Really When You Love Without Them & With Their Presence In Your Mind.,sad
"You'Re The First Person Who Broke My Heart. For The Rest Of My Life, You Will Always Be The On Who Hurt Me The Most. Don'T Forget That.",sad
"Have You Ever Noticed That The More Special You Treat Someone, The More That Someone Takes You For Granted ? As If You Won'T Ever Change.",sad
Expression Of Eyes ? Can Be Read ? By Everyone…But Depression Of Heart Can Be Read ? Only By Best One…Care For Everyone But Don’T Lose The Best One.,sad
